Marka,Model,Year,Price,Brand ID,Model ID
BMW,525,1997,4300000,11,49
BMW,X5,2014,18000000,11,30
Subaru,Forester,2013,8100000,19,118
Toyota,Ipsum,2004,5900000,0,211
Daewoo,Nexia,2014,1500000,37,133
Lexus,ES 350,2018,26500000,20,219
Nissan,Juke,2012,3200000,17,254
Toyota,Town Ace,1996,2500000,0,255
Skoda,Yeti,2012,6300000,40,256
Hyundai,Tucson,2019,13200000,13,107
Hyundai,Accent,2020,9300000,13,50
Mercedes-Benz,E 280,1997,2900000,12,140
Mercedes-Benz,S 320,1998,4150000,12,240
Mazda,626,1999,1000000,18,204
Hyundai,Accent,2022,9000000,13,50
Kia,K5,2021,14500000,2,4
Hyundai,Porter,2021,14000000,13,257
Toyota,Land Cruiser,2012,23500000,0,43
Suzuki,Grand Vitara,2008,5700000,21,180
Mercedes-Benz,S 450,2021,88800000,12,258
Toyota,Camry,2003,4850000,0,38
Nissan,Juke,2013,7200000,17,254
Lexus,RX 200t,2018,23000000,20,259
Mercedes-Benz,G 320,1995,10000000,12,260
Hyundai,Accent,2020,8550000,13,50
Chevrolet,Cruze,2014,5300000,22,45
Toyota,Camry,2016,10000000,0,38
Toyota,Land Cruiser,2013,20000000,0,43
Toyota,Camry,2006,6920000,0,38
EXEED,LX,2022,13990000,41,178
Mercedes-Benz,CLS 500,2008,6450000,12,261
Toyota,Alphard,2018,33000000,0,1
Toyota,Land Cruiser Prado,2005,12000000,0,21
Mercedes-Benz,C 230,2005,4000000,12,262
Hyundai,Palisade,2022,25000000,13,144
Hyundai,Tucson,2022,15800000,13,107
BMW,X5,2020,41000000,11,30
Toyota,Camry,2018,17000000,0,38
Kia,Sorento,2022,19390000,2,64
Lexus,RX 270,2013,14450000,20,263
Land Rover,Range Rover,2006,5800000,4,6
VAZ,Priora 2170,2015,4950000,16,44
VAZ,Priora 2170,2015,4950000,16,44
Toyota,Land Cruiser,2007,15200000,0,43
Daewoo,Gentra,2014,3490000,37,264
Kia,Stinger,2022,26500000,2,265
Hyundai,H-1,2010,6800000,13,266
Toyota,RAV 4,2022,25500000,0,93
Bentley,Flying Spur,2015,42000000,46,198
Lexus,RX 350,2006,8000000,20,66
Mercedes-Benz,ML 400,2014,21500000,12,267
Kia,K5,2020,14500000,2,4
Hyundai,Accent,2021,8700000,13,50
Honda,Stream,2001,5000000,15,268
Mazda,626,1992,900000,18,204
Volkswagen,Multivan,2005,5700000,23,135
Volkswagen,Transporter,2005,5700000,23,46
Mercedes-Benz,E 450,2023,46500000,12,269
Mercedes-Benz,G 63 AMG,2022,132500000,12,199
Hyundai,Tucson,2020,14200000,13,107
Volkswagen,Tiguan,2020,15500000,23,270
Hyundai,Palisade,2020,23500000,13,144
Porsche,Cayenne Coupe,2022,67000000,8,271
Kia,K5,2017,11700000,2,4
BYD,Yuan,2023,13500000,26,272
Toyota,Avalon,2022,28000000,0,215
Infiniti,QX50,2014,12500000,28,273
Nissan,Primera,1992,790000,17,216
Toyota,RAV 4,2013,11500000,0,93
Kia,K5,2022,15000000,2,4
Subaru,Outback,2021,20000000,19,33
Toyota,Land Cruiser,2011,22000000,0,43
BMW,X5,2020,43000000,11,30
Toyota,RAV 4,2003,6300000,0,93
Hyundai,Palisade,2021,26600000,13,144
Toyota,Land Cruiser Prado,2012,19500000,0,21
Mercedes-Benz,E 320,2003,5500000,12,23
Lexus,LX 570,2011,22500000,20,36
VAZ,Priora 2170,2015,3700000,16,44
Toyota,RAV 4,2015,13010000,0,93
Toyota,RAV 4,2016,13266750,0,93
Toyota,Camry,2003,4800000,0,38
Hyundai,Santa Fe,2013,11910000,13,67
Toyota,RAV 4,2020,15860000,0,93
Hyundai,Tucson,2020,13880450,13,107
Hyundai,Creta,2022,12941850,13,143
Daewoo,Nexia,2011,1550000,37,133
Toyota,Corolla,2019,11390000,0,65
Changan,Chana SC6350S,2007,1200000,30,274
Daewoo,Matiz,2003,666666,37,275
Honda,Jazz,2002,3900000,15,276
Land Rover,Range Rover Sport,2012,16000000,4,7
Kia,Sportage,2023,18800000,2,125
Volkswagen,Golf,1989,350000,23,85
VAZ,Priora 2172,2015,2999000,16,277
Nissan,Murano,2006,4800000,17,278
Volkswagen,Sharan,2002,2200000,23,279
Toyota,Land Cruiser,2017,38700000,0,43
Mazda,Cronos,1995,1300000,18,32
Toyota,HiAce,2007,10500000,0,280
Mazda,626,1994,1200000,18,204
BMW,520,2022,28500000,11,281
Toyota,Camry,2011,11500000,0,38
Tesla,Model Y,2023,23000000,38,158
Toyota,Picnic,1998,3500000,0,282
VAZ,Kalina 2192,2014,1600000,16,283
BMW,525,1995,2750000,11,49
Mitsubishi,Galant,1994,1500000,14,155
Toyota,Land Cruiser Prado,2022,28600000,0,21
Ford,F-Series,2019,33499999,24,284
Mercedes-Benz,E 280,1994,2700000,12,140
Toyota,Land Cruiser Prado,2006,13000000,0,21
Kia,Sportage,2023,18700000,2,125
BMW,X5,2022,55000000,11,30
Toyota,Corolla,2023,11800000,0,65
Changan,UNI-T,2022,13999999,30,285
Toyota,Camry,2014,13200000,0,38
JAC,S3,2020,6500000,50,286
BMW,530,2001,6300000,11,92
Hyundai,Sonata,2018,10600000,13,20
Toyota,Mark II,1997,1500000,0,287
Kia,Bongo,2019,9900000,2,110
Hyundai,Palisade,2020,26500000,13,144
Toyota,Camry,2014,10990000,0,38
Hyundai,Tucson,2020,14500000,13,107
BMW,X7,2023,83000000,11,147
Kia,Sportage,2023,21750000,2,125
Hyundai,Sonata,2020,16500000,13,20
Mitsubishi,Xpander,2022,11500000,14,288
Land Rover,Range Rover Sport,2023,87500000,4,7
Hyundai,Sonata,2020,13500000,13,20
Changan,UNI-K,2023,17800000,30,249
Hyundai,Accent,2020,8399999,13,50
Land Rover,Range Rover Sport,2014,20600000,4,7
BMW,530,2018,25700000,11,92
Land Rover,Range Rover Velar,2019,26700000,4,225
Mitsubishi,Galant,1991,1300000,14,155
Toyota,Camry,2014,9500000,0,38
Mercedes-Benz,Sprinter,2018,21500000,12,145
SsangYong,Rexton,2007,5000000,33,105
Toyota,Land Cruiser Prado,2007,12400000,0,21
Daewoo,Nexia,2007,880000,37,133
Infiniti,M35,2006,6000000,28,289
Kia,K9,2020,19800000,2,290
Daewoo,Matiz,2011,1400000,37,275
BMW,540,1994,13000000,11,56
GAZ,GAZel',2003,3150000,32,95
Audi,80,1993,1500000,6,218
Cadillac,Escalade,2007,9000000,25,57
Porsche,Cayenne,2012,15700000,8,12
BMW,550,2014,14000000,11,167
Toyota,Camry,2013,9200000,0,38
Toyota,Camry,2019,14500000,0,38
Chevrolet,Malibu,2020,12200000,22,291
SsangYong,Actyon,2012,5200000,33,292
Toyota,Land Cruiser,2023,72500000,0,43
Hyundai,Porter,2021,15700000,13,257
Toyota,Tacoma,2019,24000000,0,9
Hyundai,Sonata,2020,13800000,13,20
Lexus,LX 570,2015,33000000,20,36
Kia,K5,2021,16300000,2,4
Hyundai,Sonata,2021,12700000,13,20
Toyota,bZ4X,2022,16500000,0,293
Kia,Rio,2014,5300000,2,151
Honda,Accord,2013,10500000,15,294
Volkswagen,Caravelle,2005,5700000,23,295
Toyota,Land Cruiser,2022,64200000,0,43
Toyota,Camry,2007,6000000,0,38
Zeekr,001,2023,28200000,3,5
Hyundai,Accent,2021,9800000,13,50
Hyundai,Accent,2012,4000000,13,50
Volkswagen,Amarok,2020,19500000,23,296
BMW,320,1992,2480000,11,113
Honda,Odyssey,2011,14500000,15,297
Kia,K8,2021,24000000,2,100
Zeekr,001,2023,28500000,3,5
Toyota,Land Cruiser,2014,29000000,0,43
Hyundai,Elantra,2022,10600000,13,17
Mitsubishi,Lancer,1995,1100000,14,228
Mercedes-Benz,S 550,2006,7800000,12,298
Toyota,Highlander,2018,17500000,0,19
Daewoo,Nexia,2014,3200000,37,133
Toyota,Highlander,2011,14200000,0,19
Toyota,Camry,2007,7300000,0,38
Subaru,XV,2015,8200000,19,299
Hyundai,Santa Fe,2020,15360000,13,67
GAZ,GAZel',2007,3200000,32,95
Toyota,Land Cruiser,2015,28000000,0,43
Hyundai,Tucson,2019,12630000,13,107
Toyota,Camry,2015,11850000,0,38
Hyundai,Accent,2022,9529000,13,50
Toyota,RAV 4,2014,11910000,0,93
Hyundai,Creta,2022,13610000,13,143
Volkswagen,Polo,2021,9200000,23,152
Toyota,Camry,2014,11010000,0,38
Toyota,Camry,2014,10250000,0,38
Daewoo,Gentra,2014,4000000,37,264
Toyota,Camry,2017,11910000,0,38
Hyundai,Creta,2022,14490000,13,143
Volkswagen,Polo,2021,9660000,23,152
GAZ,GAZel',2013,5500000,32,95
VAZ,Priora 2170,2014,2400000,16,44
Subaru,Forester,2005,4200000,19,118
Toyota,Land Cruiser Prado,2013,19000000,0,21
Nissan,Maxima,1999,2800000,17,76
Toyota,RAV 4,2021,17000000,0,93
BMW,320,1991,1800000,11,113
Hyundai,Accent,2013,5100000,13,50
Nissan,Teana,2010,7200000,17,41
Hyundai,Staria,2023,29390000,13,90
Toyota,Camry,2000,4200000,0,38
GAZ,GAZel',2010,7600000,32,95
Lexus,ES 350,2008,6000000,20,219
Land Rover,Range Rover,2012,12500000,4,6
Hyundai,Accent,2012,6600000,13,50
Hyundai,Accent,2019,7900000,13,50
Mercedes-Benz,S 350,2006,6800000,12,130
BMW,X5,2007,10100000,11,30
VAZ,2109,1994,350000,16,300
Lexus,GS 300,1998,5500000,20,80
Toyota,Camry,2013,8900000,0,38
Daewoo,Matiz,2013,2000000,37,275
Toyota,Corolla,2002,2200000,0,65
VAZ,Priora 2172,2013,2400000,16,277
Infiniti,QX80,2015,22500000,28,78
Subaru,Outback,1998,2750000,19,33
Toyota,Camry,2021,16000000,0,38
Mitsubishi,Space Runner,1996,1500000,14,205
Mitsubishi,Pajero,1996,5100000,14,102
Toyota,Carina E,1995,2500000,0,18
Toyota,Camry,2019,17500000,0,38
Toyota,RAV 4,2020,13500000,0,93
Lexus,LX 470,2006,12000000,20,301
Hyundai,Elantra,2018,9000000,13,17
VAZ,2107,2011,1700000,16,302
Lexus,GS 350,2015,16000000,20,55
Hyundai,Sonata,2021,15000000,13,20
Toyota,Camry,2021,17000000,0,38
Toyota,Camry,2012,9300000,0,38
Lexus,LX 470,2007,12900000,20,301
Mercedes-Benz,EQE,2022,34000000,12,303
Nissan,Almera,2006,2900000,17,304
Kia,Sorento,2021,24000000,2,64
Mitsubishi,Delica,1997,3500000,14,81
Toyota,RAV 4,2014,11000000,0,93
Honda,Civic,2002,6500000,15,305
Haval,F7x,2022,12500000,51,306
Tesla,Model Y,2022,32000000,38,158
Volkswagen,ID.4,2022,15000000,23,75
Toyota,Land Cruiser Prado,2003,13800000,0,21
Mitsubishi,Galant,1992,1200000,14,155
Toyota,FJ Cruiser,2007,9500000,0,307
Nissan,Note,2011,5000000,17,308
Toyota,Camry,2006,6000000,0,38
BMW,X5,2016,18000000,11,30
Toyota,Land Cruiser,2018,41800000,0,43
Mitsubishi,Delica,1995,7000000,14,81
Tesla,Model 3,2020,23000000,38,222
Zeekr,001,2023,28500000,3,5
Toyota,Land Cruiser Prado,1998,6900000,0,21
Land Rover,Defender,2000,6500000,4,309
Zeekr,X,2023,19900000,3,74
Mitsubishi,Xpander Cross,2023,12500000,14,310
Kia,K5,2022,19800000,2,4
Volkswagen,Caravelle,2014,19000000,23,295
Toyota,Land Cruiser Prado,2019,22500000,0,21
Toyota,Highlander,2021,38000000,0,19
Toyota,Corolla,2014,4500000,0,65
Toyota,Camry,2019,17450000,0,38
Mercedes-Benz,E 320,1997,3000000,12,23
VAZ,Priora 2172,2015,4100000,16,277
Lexus,LX 570,2012,25500000,20,36
Cadillac,Escalade,2018,30000000,25,57
Toyota,Corolla,2022,10800000,0,65
BMW,X5,2011,13500000,11,30
Mercedes-Benz,Sprinter,1995,4200000,12,145
Toyota,Land Cruiser Prado,2021,32500000,0,21
Mercedes-Benz,G 55 AMG,2010,27500000,12,311
Volkswagen,Passat,1990,1600000,23,101
Mitsubishi,Pajero,2006,8300000,14,102
Toyota,RAV 4,2020,18000000,0,93
Lexus,RX 350,2017,26900000,20,66
Toyota,Camry,2015,16100000,0,38
Zeekr,001,2022,26500000,3,5
Toyota,Alphard,2005,9000000,0,1
BMW,X6,2012,16500000,11,31
Mercedes-Benz,A 220,2017,13500000,12,312
Toyota,Highlander,2023,39200000,0,19
Toyota,Corolla,2014,7800000,0,65
Hyundai,Palisade,2020,30000000,13,144
VAZ,2114,2013,2500000,16,27
Mitsubishi,Outlander,2019,12500000,14,77
Kia,Carnival,2022,26000000,2,313
Mercedes-Benz,E 230,1992,2000000,12,153
Nissan,Qashqai,2012,6000000,17,182
Mercedes-Benz,E 230,1991,1550000,12,153
Volkswagen,Touareg,2005,6000000,23,154
Hyundai,Accent,2012,5600000,13,50
Lexus,NX 200,2015,16000000,20,314
Lexus,ES 330,2004,5500000,20,315
Subaru,Outback,2005,5300000,19,33
Daewoo,Nexia,2012,2100000,37,133
Audi,A6,2011,12800000,6,127
Toyota,Land Cruiser Prado,1995,7000000,0,21
Ford,Transit,1994,1500000,24,123
Toyota,Camry,2019,18000000,0,38
SsangYong,Rexton,2006,6500000,33,105
Toyota,Camry,2014,11800000,0,38
Kia,K5,2022,18300000,2,4
Kia,K5,2022,17000000,2,4
Volkswagen,Passat,2020,13500000,23,101
Lexus,RX 350,2020,30000000,20,66
Kia,K5,2021,15500000,2,4
Mercedes-Benz,GLS 580,2022,88000000,12,316
Hyundai,Elantra,2019,9730000,13,17
Toyota,Camry,2018,15530000,0,38
Hyundai,Tucson,2018,11910000,13,107
Hyundai,Accent,2017,8000000,13,50
Kia,Rio X-Line,2021,10540000,2,221
Toyota,Camry,2015,11227100,0,38
Mitsubishi,Montero Sport,2022,20500000,14,24
Volkswagen,Golf,1989,1800000,23,85
Toyota,RAV 4,2015,11640000,0,93
Kia,Sportage,2021,14260000,2,125
ZAZ,Chance,2013,1300000,47,206
Mercedes-Benz,S 500,2007,4500000,12,37
Toyota,Previa,1990,2600000,0,317
Toyota,Tacoma,2010,16000000,0,9
Hyundai,Tucson,2019,12790000,13,107
Toyota,RAV 4,2017,15510000,0,93
Hyundai,Elantra,2020,9449175,13,17
Lexus,GX 460,2014,24700000,20,318
Toyota,RAV 4,2017,13555550,0,93
Toyota,RAV 4,2013,11461750,0,93
Toyota,RAV 4,2021,20500000,0,93
Toyota,Mark II,1995,3600000,0,287
Mercedes-Benz,E 230,1990,2350000,12,153
VAZ,2121 Niva,2000,2850000,16,319
Toyota,Camry,2022,9200000,0,38
BMW,X5,2011,11300000,11,30
Hyundai,Grandeur,2023,30990000,13,108
Mercedes-Benz,G 320,1992,7100000,12,260
Chevrolet,Nexia,2022,6000000,22,133
Mitsubishi,Chariot,1996,1600000,14,235
Honda,Civic,1984,4000000,15,305
Lexus,RX 300,2019,30500000,20,98
Volkswagen,Passat,1992,1200000,23,101
Hyundai,Palisade,2021,23999999,13,144
Lexus,RX 300,2002,8000000,20,98
Peugeot,301,2018,4700000,52,320
Hyundai,Creta,2021,10500000,13,143
Lexus,ES 250,2018,23500000,20,94
Daewoo,Nexia,2013,1900000,37,133
Volkswagen,Caddy,2018,9900000,23,165
Mercedes-Benz,S 550,2009,11500000,12,298
Hyundai,Sonata,2019,11199999,13,20
Kia,Sportage,2021,22000000,2,125
Toyota,Camry,2014,12300000,0,38
Volkswagen,Golf,1988,800000,23,85
Hummer,H2,2006,11300000,53,321
Mitsubishi,Outlander,2023,22300000,14,77
UAZ,Hunter,2013,4500000,1,96
Mitsubishi,Galant,1994,1700000,14,155
Daewoo,Nexia,2006,1350000,37,133
Cadillac,Escalade,2007,11000000,25,57
Audi,Q5,2008,7000000,6,322
Lexus,LS 460,2010,7000000,20,115
Ford,Transit,2003,4250000,24,123
Genesis,G80,2021,28200000,31,87
Mercedes-Benz,C 180,2014,13500000,12,25
Infiniti,QX50,2014,12000000,28,273
BMW,X7,2023,90000000,11,147
Mercedes-Benz,GLS 580,2022,90500000,12,316
VAZ,Largus,2013,4000000,16,323
Toyota,Land Cruiser Prado,2007,9500000,0,21
Honda,Pilot,2014,12500000,15,324
Ford,Focus,2012,5300000,24,325
Toyota,Sienna,2018,16800000,0,162
Nissan,Rogue,2018,11600000,17,247
BMW,840,2021,55000000,11,251
Hyundai,Grandeur,2023,29500000,13,108
Toyota,Highlander,2023,26890000,0,19
Toyota,Camry,2003,5100000,0,38
Kia,K3,2021,12600000,2,171
GAZ,GAZel',2018,10000000,32,95
VAZ,2114,2007,1200000,16,27
Jaguar,XJ,2014,15000000,39,160
Hyundai,Santa Fe,2023,18900000,13,67
Hyundai,Accent,2021,10000000,13,50
BMW,428,2016,15500000,11,146
Toyota,Corolla,2020,10700000,0,65
Toyota,Camry,2022,15800000,0,38
Mitsubishi,ASX,2012,7900000,14,88
Ford,Focus,2016,7000000,24,325
Subaru,Legacy,2003,3750000,19,62
Hyundai,Accent,2015,6300000,13,50
Mercedes-Benz,S 500,2007,6500000,12,37
Subaru,Outback,2005,5800000,19,33
Toyota,Camry,1997,3700000,0,38
Honda,Accord,1993,1950000,15,294
Hyundai,Tucson,2011,7500000,13,107
Toyota,Camry,2003,4700000,0,38
Toyota,Land Cruiser,2016,34000000,0,43
Toyota,Camry,2021,17500000,0,38
Ford,F-Series,2004,25000000,24,284
Kia,Morning,2018,6200000,2,326
Mercedes-Benz,E 320,1999,4500000,12,23
Hyundai,Santa Fe,2023,21600000,13,67
Toyota,Camry,2021,19500000,0,38
VAZ,Granta 2190,2014,2200000,16,327
Mitsubishi,Chariot,1994,1650000,14,235
Lexus,NX 350,2022,36700000,20,99
Porsche,Cayenne,2008,7850000,8,12
Toyota,Tundra,2021,40000000,0,79
Toyota,4Runner,2003,12000000,0,82
BMW,320,2021,27000000,11,113
Volkswagen,ID.6,2023,22800000,23,142
Mercedes-Benz,E 320,2004,5500000,12,23
BMW,525,1994,3500000,11,49
Kia,K5,2022,17000000,2,4
Land Rover,Freelander,2003,3400000,4,248
Volkswagen,Touareg,2004,6300000,23,154
Chevrolet,Cobalt,2020,6800000,22,214
Mercedes-Benz,G 63 AMG,2013,30000000,12,199
Toyota,Land Cruiser,2012,23000000,0,43
UAZ,3162,2004,3300000,1,328
Infiniti,QX50,2020,22000000,28,273
GAZ,GAZel',2007,2450000,32,95
BMW,X5,2004,7000000,11,30
Toyota,Camry,2021,17050000,0,38
Mitsubishi,Delica,1992,1800000,14,81
Subaru,Forester,1999,2700000,19,118
Hyundai,Santa Fe,2021,19000000,13,67
Toyota,Land Cruiser,2022,60500000,0,43
Kia,Sportage,2020,14530000,2,125
Hyundai,Tucson,2019,12616950,13,107
Toyota,Camry,2013,8500000,0,38
Mercedes-Benz,Sprinter,2017,15500000,12,145
BMW,X5,2007,11500000,11,30
Toyota,Camry,2017,13853375,0,38
Hyundai,Accent,2013,6000000,13,50
Toyota,Alphard,2010,12000000,0,1
Kia,K5,2020,15860000,2,4
Toyota,Highlander,2013,15700000,0,19
Kia,Rio,2020,8600000,2,151
Toyota,RAV 4,2004,6700000,0,93
Hyundai,Accent,2015,5200000,13,50
Subaru,Forester,2003,4500000,19,118
Kia,Sportage,2018,13610000,2,125
Hyundai,Tucson,2011,7950000,13,107
Honda,Accord,1998,2500000,15,294
BMW,X7,2020,51000000,11,147
VAZ,Priora 2171,2014,3000000,16,329
Mercedes-Benz,190,1991,170000,12,119
Mercedes-Benz,S 500,2014,28000000,12,37
Audi,A4,2002,1500000,6,134
Toyota,Camry,2012,9770000,0,38
Hyundai,Sonata,2022,12990000,13,20
Hyundai,Santa Fe,2021,17800000,13,67
Volkswagen,Transporter,1991,3300000,23,46
Volkswagen,Golf,1992,2700000,23,85
Toyota,Previa,1992,3000000,0,317
Toyota,Camry,2021,21500000,0,38
Cadillac,XT6,2021,39500000,25,330
Hyundai,Tucson,2022,17800000,13,107
Infiniti,QX50,2021,28500000,28,273
Volvo,S60,2021,29000000,29,84
Honda,CR-V,1995,3400000,15,174
Mercedes-Benz,E 200,2011,6450000,12,71
Nissan,Cefiro,1996,2500000,17,35
Audi,100,1992,1600000,6,22
Kia,K5,2022,18300000,2,4
Toyota,Camry,2019,12400000,0,38
Hyundai,Santa Fe,2022,16900000,13,67
Toyota,Highlander,2014,20000000,0,19
Toyota,Land Cruiser,2022,50000000,0,43
Nissan,Cefiro,1995,2200000,17,35
Hyundai,Elantra,2020,11500000,13,17
Mitsubishi,Galant,1993,500000,14,155
Mazda,323,1999,1550000,18,331
Toyota,Carina E,1995,3300000,0,18
Lexus,ES 250,2018,23000000,20,94
Mitsubishi,L200,2012,8000000,14,207
Toyota,Camry,2015,11500000,0,38
Mercedes-Benz,S 500,2009,14800000,12,37
Mercedes-Benz,G 500,2013,30000000,12,332
Nissan,X-Trail,2007,7500000,17,58
Jeep,Grand Cherokee,2015,12800000,9,13
Chevrolet,Cruze,2013,5200000,22,45
Kia,K5,2023,17400000,2,4
VAZ,Kalina 1118,2006,1500000,16,333
Mitsubishi,Outlander,2021,12500000,14,77
Volkswagen,ID.6,2023,17600000,23,142
BMW,X7,2021,49500000,11,147
Kia,K5,2021,18000000,2,4
Toyota,Tacoma,2014,17700000,0,9
Toyota,Highlander,2020,30500000,0,19
Lexus,LX 570,2015,33500000,20,36
Kia,Ray,2022,7300000,2,334
Zeekr,001,2022,25900000,3,5
BMW,X5,2021,43000000,11,30
Haval,Jolion,2021,11500000,51,335
Mercedes-Benz,E 350,2008,5000000,12,83
BMW,520,2022,33500000,11,281
Toyota,Corolla,2015,7700000,0,65
Subaru,Impreza XV,2010,7500000,19,336
Toyota,Camry,2022,18000000,0,38
Land Rover,Range Rover,2014,30000000,4,6
Toyota,Camry,2006,5500000,0,38
Mitsubishi,ASX,2022,13000000,14,88
Kia,K8,2021,21500000,2,100
Kia,Optima,2018,9500000,2,239
Toyota,RAV 4,2011,10000000,0,93
Hyundai,Santa Fe,2023,22500000,13,67
Toyota,Sienna,2004,6999999,0,162
Nissan,Patrol,1991,5000000,17,29
Volkswagen,Polo,2021,8800000,23,152
Toyota,Camry,2004,4700000,0,38
Mercedes-Benz,S 55,2003,5500000,12,201
Nissan,Terrano,1993,1993993,17,28
Audi,100,1990,1900000,6,22
Kia,K5,2021,15200000,2,4
Kia,K7,2019,12500000,2,148
Mercedes-Benz,S 500,2014,30000000,12,37
Toyota,Corolla,2019,11700000,0,65
Honda,Odyssey,2010,8300000,15,297
Toyota,Camry,2003,4950000,0,38
Toyota,Highlander,2001,6550000,0,19
Mercedes-Benz,E 200,2017,17500000,12,71
BMW,525,1992,2700000,11,49
Volkswagen,Passat,2011,8700000,23,101
BMW,X5 M,2022,85000000,11,15
Toyota,Camry,2021,17800000,0,38
Hyundai,Tucson,2018,12910000,13,107
Chevrolet,Malibu,2020,13610000,22,291
Kia,Rio X-Line,2020,10680000,2,221
Toyota,Camry,2022,16900000,0,38
Toyota,Corolla,2019,11461750,0,65
Lexus,GX 460,2015,25000000,20,318
Toyota,Camry,2018,15530000,0,38
Mercedes-Benz,S 350,2007,8500000,12,130
Hyundai,Sonata,2020,13366025,13,20
Lexus,GS 300,2006,7500000,20,80
Kia,K5,2021,14130000,2,4
Toyota,Camry,2008,4700000,0,38
Toyota,Land Cruiser,2011,16000000,0,43
Volkswagen,Jetta,2003,2600000,23,161
Toyota,Land Cruiser,2000,8000000,0,43
ZAZ,Chance,2013,1000000,47,206
Toyota,Camry,2023,27000000,0,38
Volkswagen,ID.4,2021,16200000,23,75
Chevrolet,Malibu,2021,13000000,22,291
Hyundai,Santa Fe,2022,21000000,13,67
Toyota,Alphard,2003,8000000,0,1
Audi,100,1989,780000,6,22
Mercedes-Benz,E 200,2013,9500000,12,71
BMW,iX,2023,67000000,11,337
BMW,540,2022,43000000,11,56
Porsche,Cayenne,2005,4500000,8,12
Lincoln,Navigator,1999,2300000,54,338
Mercedes-Benz,E 280,1996,3100000,12,140
Mazda,626,1989,1550000,18,204
Kia,Sportage,2021,13900000,2,125
Toyota,Camry,2016,13800000,0,38
Hyundai,Veloster,2021,13200000,13,339
Hyundai,Palisade,2020,25500000,13,144
Toyota,Camry,2014,9800000,0,38
BMW,i4,2023,44000000,11,340
Toyota,Highlander,2021,29000000,0,19
Toyota,Highlander,2014,19000000,0,19
Lexus,RX 350,2022,42000000,20,66
GAZ,GAZel',2014,4700000,32,95
Lexus,RX 350,2021,27800000,20,66
BMW,M5,2021,75000000,11,341
GAZ,GAZel',2014,6500000,32,95
Subaru,Impreza,2002,3600000,19,97
BMW,750,2016,30500000,11,141
Land Rover,Range Rover Sport,2012,10900000,4,7
Toyota,Land Cruiser Prado,2007,12800000,0,21
Lexus,ES 250,2021,25900000,20,94
Volkswagen,Teramont,2021,36000000,23,342
Zeekr,009,2023,33850000,3,183
Volkswagen,ID.4,2021,18099000,23,75
Hyundai,Creta,2017,8600000,13,143
Toyota,Highlander,2003,8000000,0,19
Infiniti,QX80 Luxe,2022,53990000,28,343
Infiniti,QX60,2022,41860000,28,344
Infiniti,QX55 Luxe,2021,31000000,28,345
Nissan,Patrol,2022,52500000,17,29
Lexus,GX 460,2015,26000000,20,318
IM,LS7,2023,32000000,44,186
Nissan,Pathfinder,2008,8000000,17,346
JAC,JS6,2023,12800000,50,347
Mercedes-Benz,S 500,2003,4200000,12,37
Toyota,Land Cruiser,2013,21500000,0,43
Subaru,Forester,2019,17200000,19,118
Mercedes-Benz,S 350,2005,9000000,12,130
Toyota,Carina E,1994,2200000,0,18
GAZ,GAZel',2003,4700000,32,95
Hyundai,Creta,2018,8700000,13,143
Kia,Sorento,2002,4000000,2,64
Kia,Optima,2019,6799999,2,239
Nissan,Qashqai,2019,11000000,17,182
Nissan,Maxima,2000,2500000,17,76
Toyota,Camry,2015,13300000,0,38
Hyundai,Creta,2022,13500000,13,143
Hyundai,Sonata,2021,16900000,13,20
Lexus,GX 460,2016,26500000,20,318
Kia,Sorento,2021,23000000,2,64
Toyota,Avalon,2022,25500000,0,215
VAZ,Granta 2190,2020,4200000,16,327
Hyundai,Bayon,2023,9500000,13,348
Volkswagen,Crafter,2009,6500000,23,349
BMW,X5,2015,19500000,11,30
Volkswagen,Tiguan,2021,22000000,23,270
Opel,Signum,2003,3800000,27,350
Hyundai,Elantra,2020,10500000,13,17
Toyota,Camry,2005,7000000,0,38
Hyundai,Accent,2018,7900000,13,50
Hyundai,Palisade,2020,21999999,13,144
Subaru,Forester,2015,10500000,19,118
Toyota,Camry,2002,5500000,0,38
Kia,Sorento,2016,14200000,2,64
Toyota,Camry,1999,4000000,0,38
Audi,Q8,2022,59900000,6,351
Honda,Odyssey,2003,5900000,15,297
BMW,X5,2008,6500000,11,30
BYD,F3,2014,1750000,26,352
